subject_id	source_language	translation_language	source_value	predicate_id	translation_value	translation_status
HP:0033575	en	en	Anti-H2A antibody positivity	rdfs:label	Anti-H2A antibody positivity	OFFICIAL
HP:0033576	en	en	Anti-H2B antibody positivity	rdfs:label	Anti-H2B antibody positivity	OFFICIAL
HP:0033577	en	en	In situ pulmonary artery thrombosis	rdfs:label	In situ pulmonary artery thrombosis	OFFICIAL
HP:0033579	en	en	Decreased growth hormone responses to growth hormone-releasing hormone challenge	rdfs:label	Decreased growth hormone responses to growth hormone-releasing hormone challenge	OFFICIAL
HP:0033580	en	en	Compound motor action potential abnormality	rdfs:label	Compound motor action potential abnormality	OFFICIAL
HP:0033581	en	en	Absent peripheral lymph nodes in presence of infection	rdfs:label	Absent peripheral lymph nodes in presence of infection	OFFICIAL
HP:0033583	en	en	Follicular bronchiolitis	rdfs:label	Follicular bronchiolitis	OFFICIAL
HP:0033584	en	en	Nonspecific interstitial pneumonia	rdfs:label	Nonspecific interstitial pneumonia	OFFICIAL
HP:0033585	en	en	Fibrotic non-specific interstitial pneumonia	rdfs:label	Fibrotic non-specific interstitial pneumonia	OFFICIAL
HP:0033586	en	en	Cellular non-specific interstitial pneumonia	rdfs:label	Cellular non-specific interstitial pneumonia	OFFICIAL
HP:0033587	en	en	Vulvar abscess	rdfs:label	Vulvar abscess	OFFICIAL
HP:0033588	en	en	Labial adhesion	rdfs:label	Labial adhesion	OFFICIAL
HP:0033589	en	en	Flatulence	rdfs:label	Flatulence	OFFICIAL
HP:0033590	en	en	Inguinal abscess	rdfs:label	Inguinal abscess	OFFICIAL
HP:0033591	en	en	Staghorn calculus	rdfs:label	Staghorn calculus	OFFICIAL
HP:0033592	en	en	Anti-H3-H4 antibody positivity	rdfs:label	Anti-H3-H4 antibody positivity	OFFICIAL
HP:0033593	en	en	Anti-H2A-H2B antibody positivity	rdfs:label	Anti-H2A-H2B antibody positivity	OFFICIAL
HP:0033594	en	en	Elevated urinary 7-biopterin level	rdfs:label	Elevated urinary 7-biopterin level	OFFICIAL
HP:0033595	en	en	Elevated circulating globotriaosylceramide concentration	rdfs:label	Elevated circulating globotriaosylceramide concentration	OFFICIAL
HP:0033596	en	en	Elevated urinary 3-methylcrotonylglycine level	rdfs:label	Elevated urinary 3-methylcrotonylglycine level	OFFICIAL
HP:0033597	en	en	Decreased mucosal sucrase-isomaltase activity	rdfs:label	Decreased mucosal sucrase-isomaltase activity	OFFICIAL
HP:0033598	en	en	Fibrillar glomerular subepithelial deposits	rdfs:label	Fibrillar glomerular subepithelial deposits	OFFICIAL
HP:0033599	en	en	Glomerular amyloid subepithelial deposits	rdfs:label	Glomerular amyloid subepithelial deposits	OFFICIAL
HP:0033600	en	en	Fibrillary glomerular subepithelial deposits	rdfs:label	Fibrillary glomerular subepithelial deposits	OFFICIAL
HP:0033601	en	en	Glomerular subepithelial immune-complex deposits	rdfs:label	Glomerular subepithelial immune-complex deposits	OFFICIAL
HP:0033602	en	en	Glomerular hyaline subepithelial deposits	rdfs:label	Glomerular hyaline subepithelial deposits	OFFICIAL
HP:0033604	en	en	Glomerular capillary wire loop deposits	rdfs:label	Glomerular capillary wire loop deposits	OFFICIAL
HP:0033605	en	en	Pustular rash	rdfs:label	Pustular rash	OFFICIAL
HP:0033606	en	en	Bone marrow maturation arrest	rdfs:label	Bone marrow maturation arrest	OFFICIAL
HP:0033607	en	en	Bone marrow arrest at the promyelocytic stage	rdfs:label	Bone marrow arrest at the promyelocytic stage	OFFICIAL
HP:0033608	en	en	Pulmonary nodule	rdfs:label	Pulmonary nodule	OFFICIAL
HP:0033609	en	en	Solid pulmonary nodule	rdfs:label	Solid pulmonary nodule	OFFICIAL
HP:0033610	en	en	Subsolid pulmonary nodule	rdfs:label	Subsolid pulmonary nodule	OFFICIAL
HP:0033611	en	en	Part-solid pulmonary nodule	rdfs:label	Part-solid pulmonary nodule	OFFICIAL
HP:0033612	en	en	Pure ground-glass pulmonary nodule	rdfs:label	Pure ground-glass pulmonary nodule	OFFICIAL
HP:0033613	en	en	Perifissural pulmonary nodule	rdfs:label	Perifissural pulmonary nodule	OFFICIAL
HP:0033614	en	en	Tracheal bronchus	rdfs:label	Tracheal bronchus	OFFICIAL
HP:0033615	en	en	Displaced tracheal bronchus	rdfs:label	Displaced tracheal bronchus	OFFICIAL
HP:0033616	en	en	Accessory cardiac bronchus	rdfs:label	Accessory cardiac bronchus	OFFICIAL
HP:0033617	en	en	Supernumerary tracheal bronchus	rdfs:label	Supernumerary tracheal bronchus	OFFICIAL
HP:0033618	en	en	Displaced lobar tracheal bronchus	rdfs:label	Displaced lobar tracheal bronchus	OFFICIAL
HP:0033619	en	en	Typical perifissural nodule	rdfs:label	Typical perifissural nodule	OFFICIAL
HP:0033620	en	en	Atypical perifissural nodule	rdfs:label	Atypical perifissural nodule	OFFICIAL
HP:0033621	en	en	Bronchial diverticula	rdfs:label	Bronchial diverticula	OFFICIAL
HP:0033622	en	en	Migratory erythematous plaque	rdfs:label	Migratory erythematous plaque	OFFICIAL
HP:0033623	en	en	Birth history	rdfs:label	Birth history	OFFICIAL
HP:0033624	en	en	History of congenital CMV infection	rdfs:label	History of congenital CMV infection	OFFICIAL
HP:0033625	en	en	Emotional insecurity	rdfs:label	Emotional insecurity	OFFICIAL
HP:0033626	en	en	Increased non-HDL cholesterol concentration	rdfs:label	Increased non-HDL cholesterol concentration	OFFICIAL
HP:0033627	en	en	Increased urine harderoporphyrin level	rdfs:label	Increased urine harderoporphyrin level	OFFICIAL
HP:0033628	en	en	Bowel irritability	rdfs:label	Bowel irritability	OFFICIAL
HP:0033629	en	en	IgG4 autoimmune antibody positivity	rdfs:label	IgG4 autoimmune antibody positivity	OFFICIAL
HP:0033630	en	en	Brain fog	rdfs:label	Brain fog	OFFICIAL
HP:0033631	en	en	Spondylitis	rdfs:label	Spondylitis	OFFICIAL
HP:0033632	en	en	Abnormal alveolar volume	rdfs:label	Abnormal alveolar volume	OFFICIAL
HP:0033633	en	en	Decreased alveolar volume	rdfs:label	Decreased alveolar volume	OFFICIAL
HP:0033634	en	en	Increased alveolar volume	rdfs:label	Increased alveolar volume	OFFICIAL
HP:0033635	en	en	Post-capillary pulmonary hypertension	rdfs:label	Post-capillary pulmonary hypertension	OFFICIAL
HP:0033636	en	en	Combined pre- and post-capillary pulmonary hypertension	rdfs:label	Combined pre- and post-capillary pulmonary hypertension	OFFICIAL
HP:0033637	en	en	Anti-endomysial antibody positivity	rdfs:label	Anti-endomysial antibody positivity	OFFICIAL
HP:0033638	en	en	Intralobular septal thickening	rdfs:label	Intralobular septal thickening	OFFICIAL
HP:0033639	en	en	Septic pulmonary embolism	rdfs:label	Septic pulmonary embolism	OFFICIAL
HP:0033640	en	en	Acetabular erosions	rdfs:label	Acetabular erosions	OFFICIAL
HP:0033641	en	en	Aortic valve leaflet calcification	rdfs:label	Aortic valve leaflet calcification	OFFICIAL
HP:0033642	en	en	Mitral valve leaflet calcification	rdfs:label	Mitral valve leaflet calcification	OFFICIAL
HP:0033643	en	en	Increased circulating very long-chain fatty acid concentration	rdfs:label	Increased circulating very long-chain fatty acid concentration	OFFICIAL
HP:0033644	en	en	Elevated circulating erythropoietin concentration	rdfs:label	Elevated circulating erythropoietin concentration	OFFICIAL
HP:0034442	en	en	Abnormal circulating erythropoietin concentration	rdfs:label	Abnormal circulating erythropoietin concentration	OFFICIAL
HP:0033645	en	en	Midline brainstem cleft	rdfs:label	Midline brainstem cleft	OFFICIAL
HP:0033646	en	en	Absent hippocampal commissure	rdfs:label	Absent hippocampal commissure	OFFICIAL
HP:0033647	en	en	Silhouette sign	rdfs:label	Silhouette sign	OFFICIAL
HP:0033648	en	en	Pulmonary pseudocavity	rdfs:label	Pulmonary pseudocavity	OFFICIAL
HP:0033649	en	en	Paraseptal emphysema	rdfs:label	Paraseptal emphysema	OFFICIAL
HP:0033650	en	en	Pulmonary parenchymal band	rdfs:label	Pulmonary parenchymal band	OFFICIAL
HP:0033651	en	en	Pulmonary mycetoma	rdfs:label	Pulmonary mycetoma	OFFICIAL
HP:0033652	en	en	Broncholith	rdfs:label	Broncholith	OFFICIAL
HP:0033653	en	en	Bronchocele	rdfs:label	Bronchocele	OFFICIAL
HP:0033654	en	en	Beaded septum sign	rdfs:label	Beaded septum sign	OFFICIAL
HP:0033655	en	en	Pulmonary cavity	rdfs:label	Pulmonary cavity	OFFICIAL
HP:0033656	en	en	Juxtaphrenic peak	rdfs:label	Juxtaphrenic peak	OFFICIAL
HP:0033657	en	en	Linear atelectasis	rdfs:label	Linear atelectasis	OFFICIAL
HP:0100750	en	en	Atelectasis	rdfs:label	Atelectasis	OFFICIAL
HP:0033658	en	en	Rounded atelectasis	rdfs:label	Rounded atelectasis	OFFICIAL
HP:0033659	en	en	obsolete Crazy-paving pattern	rdfs:label	obsolete Crazy-paving pattern	OFFICIAL
HP:0033660	en	en	Hand paresthesia	rdfs:label	Hand paresthesia	OFFICIAL
HP:0033661	en	en	Air crescent	rdfs:label	Air crescent	OFFICIAL
HP:0033662	en	en	Air bronchogram	rdfs:label	Air bronchogram	OFFICIAL
HP:0033663	en	en	Air trapping	rdfs:label	Air trapping	OFFICIAL
HP:0033664	en	en	Ganglioglioma	rdfs:label	Ganglioglioma	OFFICIAL
HP:0033665	en	en	Diminished health-related quality of life	rdfs:label	Diminished health-related quality of life	OFFICIAL
HP:0033666	en	en	Diminished physical functioning	rdfs:label	Diminished physical functioning	OFFICIAL
HP:0033667	en	en	Diminished mental health	rdfs:label	Diminished mental health	OFFICIAL
HP:0033669	en	en	Enlarged amygdala	rdfs:label	Enlarged amygdala	OFFICIAL
HP:0033670	en	en	Organizing pneumonia	rdfs:label	Organizing pneumonia	OFFICIAL
HP:0033671	en	en	Pulmonary oligemia	rdfs:label	Pulmonary oligemia	OFFICIAL
HP:0033672	en	en	Positive carpal Tinel sign	rdfs:label	Positive carpal Tinel sign	OFFICIAL
HP:0033673	en	en	Positive Phalen test	rdfs:label	Positive Phalen test	OFFICIAL
HP:0033674	en	en	Pulmonary blood flow redistribution	rdfs:label	Pulmonary blood flow redistribution	OFFICIAL
HP:0033675	en	en	Frailty	rdfs:label	Frailty	OFFICIAL
HP:0033676	en	en	Posttraumatic stress symptom	rdfs:label	Posttraumatic stress symptom	OFFICIAL
HP:0033677	en	en	Acute respiratory distress syndrome	rdfs:label	Acute respiratory distress syndrome	OFFICIAL
HP:0033679	en	en	Abnormal red nucleus morphology	rdfs:label	Abnormal red nucleus morphology	OFFICIAL
HP:0033680	en	en	Pilocytic astrocytoma	rdfs:label	Pilocytic astrocytoma	OFFICIAL
HP:0033681	en	en	Oligodendroglioma	rdfs:label	Oligodendroglioma	OFFICIAL
HP:0033682	en	en	Pleomorphic xanthoastrocytoma	rdfs:label	Pleomorphic xanthoastrocytoma	OFFICIAL
HP:0033683	en	en	Jaw hyperreflexia	rdfs:label	Jaw hyperreflexia	OFFICIAL
HP:0033685	en	en	Fiber type grouping	rdfs:label	Fiber type grouping	OFFICIAL
HP:0033686	en	en	Mitochondrial hypertrophy	rdfs:label	Mitochondrial hypertrophy	OFFICIAL
HP:0033688	en	en	Long term memory impairment	rdfs:label	Long term memory impairment	OFFICIAL
HP:0033689	en	en	Anterograde memory impairment	rdfs:label	Anterograde memory impairment	OFFICIAL
HP:0033690	en	en	Retrograde memory impairment	rdfs:label	Retrograde memory impairment	OFFICIAL
HP:0033691	en	en	Procedural memory loss	rdfs:label	Procedural memory loss	OFFICIAL
HP:0033692	en	en	Declarative memory loss	rdfs:label	Declarative memory loss	OFFICIAL
HP:0033694	en	en	Tactile hallucination	rdfs:label	Tactile hallucination	OFFICIAL
HP:5200214	en	en	Somatic hallucination	rdfs:label	Somatic hallucination	OFFICIAL
HP:0033695	en	en	Occupational disability	rdfs:label	Occupational disability	OFFICIAL
HP:0033696	en	en	Pseudo-chilblain	rdfs:label	Pseudo-chilblain	OFFICIAL
HP:0033697	en	en	Vesicular eruption	rdfs:label	Vesicular eruption	OFFICIAL
HP:0033698	en	en	Monomorphic vesicular eruption	rdfs:label	Monomorphic vesicular eruption	OFFICIAL
HP:0033699	en	en	Polymorphic vesicular eruption	rdfs:label	Polymorphic vesicular eruption	OFFICIAL
HP:0033700	en	en	Papulovesicular eruption	rdfs:label	Papulovesicular eruption	OFFICIAL
HP:0033701	en	en	Cortical sclerosis of the iliac wing	rdfs:label	Cortical sclerosis of the iliac wing	OFFICIAL
HP:0033702	en	en	Subpleural curvilinear line	rdfs:label	Subpleural curvilinear line	OFFICIAL
HP:0033703	en	en	Dysembryoplastic neuroepithelial tumor	rdfs:label	Dysembryoplastic neuroepithelial tumor	OFFICIAL
HP:0033704	en	en	Elevated urinary homogentisic acid	rdfs:label	Elevated urinary homogentisic acid	OFFICIAL
HP:0033705	en	en	Tearfulness	rdfs:label	Tearfulness	OFFICIAL
HP:0033706	en	en	Progressive massive fibrosis	rdfs:label	Progressive massive fibrosis	OFFICIAL
HP:0033707	en	en	Perioral hyperkeratosis	rdfs:label	Perioral hyperkeratosis	OFFICIAL
HP:0034521	en	en	Periorificial hyperkeratosis	rdfs:label	Periorificial hyperkeratosis	OFFICIAL
HP:0033708	en	en	Anti-3-hydroxy- 3-methylglutaryl-coA reductase antibody positivity	rdfs:label	Anti-3-hydroxy- 3-methylglutaryl-coA reductase antibody positivity	OFFICIAL
HP:0033709	en	en	Increased sputum production	rdfs:label	Increased sputum production	OFFICIAL
HP:0033710	en	en	Rest dyspnea	rdfs:label	Rest dyspnea	OFFICIAL
HP:0033712	en	en	Repeated implantation failure	rdfs:label	Repeated implantation failure	OFFICIAL
HP:0033713	en	en	Anti-signal recognition particle antibody positivity	rdfs:label	Anti-signal recognition particle antibody positivity	OFFICIAL
HP:0033714	en	en	Multiple meningiomas	rdfs:label	Multiple meningiomas	OFFICIAL
HP:0033715	en	en	Hippocampal sclerosis	rdfs:label	Hippocampal sclerosis	OFFICIAL
HP:0033722	en	en	Autonomic epileptic aura	rdfs:label	Autonomic epileptic aura	OFFICIAL
HP:0033723	en	en	Abnormal cerebral venous sinus morphology	rdfs:label	Abnormal cerebral venous sinus morphology	OFFICIAL
HP:0033724	en	en	Cerebral venous sinus thrombosis	rdfs:label	Cerebral venous sinus thrombosis	OFFICIAL
HP:0033726	en	en	Lupus nephritis	rdfs:label	Lupus nephritis	OFFICIAL
HP:0033727	en	en	Diffuse lupus nephritis	rdfs:label	Diffuse lupus nephritis	OFFICIAL
HP:0033728	en	en	Mesangial proliferative lupus nephritis	rdfs:label	Mesangial proliferative lupus nephritis	OFFICIAL
HP:0033729	en	en	Minimal mesangial lupus nephritis	rdfs:label	Minimal mesangial lupus nephritis	OFFICIAL
HP:0033730	en	en	Membranous lupus nephritis	rdfs:label	Membranous lupus nephritis	OFFICIAL
HP:0033731	en	en	Focal lupus nephritis	rdfs:label	Focal lupus nephritis	OFFICIAL
HP:0033732	en	en	Advanced sclerotic lupus nephritis	rdfs:label	Advanced sclerotic lupus nephritis	OFFICIAL
HP:0033733	en	en	Low-grade vesicoureteral reflux	rdfs:label	Low-grade vesicoureteral reflux	OFFICIAL
HP:0033734	en	en	High-grade vesicoureteral reflux	rdfs:label	High-grade vesicoureteral reflux	OFFICIAL
HP:0033735	en	en	Grade I vesicoureteral reflux	rdfs:label	Grade I vesicoureteral reflux	OFFICIAL
HP:0033736	en	en	Grade II vesicoureteral reflux	rdfs:label	Grade II vesicoureteral reflux	OFFICIAL
HP:0033737	en	en	Grade III vesicoureteral reflux	rdfs:label	Grade III vesicoureteral reflux	OFFICIAL
HP:0033738	en	en	Primary vesicoureteral reflux	rdfs:label	Primary vesicoureteral reflux	OFFICIAL
HP:0033739	en	en	Secondary vesicoureteral reflux	rdfs:label	Secondary vesicoureteral reflux	OFFICIAL
HP:0033740	en	en	Grade V vesicoureteral reflux	rdfs:label	Grade V vesicoureteral reflux	OFFICIAL
HP:0033741	en	en	Grade IV vesicoureteral reflux	rdfs:label	Grade IV vesicoureteral reflux	OFFICIAL
HP:0033742	en	en	Intrarenal reflux	rdfs:label	Intrarenal reflux	OFFICIAL
HP:0033743	en	en	Macular agenesis	rdfs:label	Macular agenesis	OFFICIAL
HP:0033744	en	en	Global cerebellar dysplasia	rdfs:label	Global cerebellar dysplasia	OFFICIAL
HP:0033745	en	en	Dysplasia of the superior cerebellar vermis	rdfs:label	Dysplasia of the superior cerebellar vermis	OFFICIAL
HP:0033746	en	en	Intrascapular pain	rdfs:label	Intrascapular pain	OFFICIAL
HP:0033748	en	en	Hypoesthesia	rdfs:label	Hypoesthesia	OFFICIAL
HP:0033749	en	en	Abnormal functional residual capacity	rdfs:label	Abnormal functional residual capacity	OFFICIAL
HP:0033750	en	en	Reduced functional residual capacity	rdfs:label	Reduced functional residual capacity	OFFICIAL
HP:0033751	en	en	Elevated functional residual capacity	rdfs:label	Elevated functional residual capacity	OFFICIAL
HP:0033753	en	en	Reduced residual volume	rdfs:label	Reduced residual volume	OFFICIAL
HP:0033754	en	en	Abnormal left ventricular end-diastolic volume	rdfs:label	Abnormal left ventricular end-diastolic volume	OFFICIAL
HP:0033755	en	en	Increased left ventricular end-diastolic volume	rdfs:label	Increased left ventricular end-diastolic volume	OFFICIAL
HP:0033756	en	en	Decreased left ventricular end-diastolic volume	rdfs:label	Decreased left ventricular end-diastolic volume	OFFICIAL
HP:0033757	en	en	Pancreatic steatosis	rdfs:label	Pancreatic steatosis	OFFICIAL
HP:0033758	en	en	Labial abscess	rdfs:label	Labial abscess	OFFICIAL
HP:0033759	en	en	Impaired renal tubular reabsorption of magnesium	rdfs:label	Impaired renal tubular reabsorption of magnesium	OFFICIAL
HP:0033760	en	en	Decreased maximal oxygen uptake	rdfs:label	Decreased maximal oxygen uptake	OFFICIAL
HP:0033761	en	en	Xanthogranulomatous pyelonephritis	rdfs:label	Xanthogranulomatous pyelonephritis	OFFICIAL
HP:0033762	en	en	Middle cerebral artery stroke	rdfs:label	Middle cerebral artery stroke	OFFICIAL
HP:0033763	en	en	Death in adulthood	rdfs:label	Death in adulthood	OFFICIAL
HP:0033764	en	en	Death in middle age	rdfs:label	Death in middle age	OFFICIAL
HP:0033765	en	en	Death in late adulthood	rdfs:label	Death in late adulthood	OFFICIAL
HP:0033766	en	en	Polymelia	rdfs:label	Polymelia	OFFICIAL
HP:0033767	en	en	Abnormal single motor unit action potential	rdfs:label	Abnormal single motor unit action potential	OFFICIAL
HP:0033768	en	en	Penile thrush	rdfs:label	Penile thrush	OFFICIAL
HP:0033769	en	en	Fundic gland polyposis	rdfs:label	Fundic gland polyposis	OFFICIAL
HP:0033770	en	en	Gastric adenocarcinoma	rdfs:label	Gastric adenocarcinoma	OFFICIAL
HP:0033771	en	en	Pleuritic chest pain	rdfs:label	Pleuritic chest pain	OFFICIAL
HP:0033773	en	en	Decreased RV/TLC ratio	rdfs:label	Decreased RV/TLC ratio	OFFICIAL
HP:0033774	en	en	Impaired renal tubular reabsorption of uric acid	rdfs:label	Impaired renal tubular reabsorption of uric acid	OFFICIAL
HP:0033776	en	en	Enamel pearls	rdfs:label	Enamel pearls	OFFICIAL
HP:0033778	en	en	Leung cusp	rdfs:label	Leung cusp	OFFICIAL
HP:0033779	en	en	Barrel-shaped tooth	rdfs:label	Barrel-shaped tooth	OFFICIAL
HP:0033780	en	en	Bulbous tooth	rdfs:label	Bulbous tooth	OFFICIAL
HP:0033781	en	en	Tapered tooth	rdfs:label	Tapered tooth	OFFICIAL
HP:0033782	en	en	Semilunar tooth	rdfs:label	Semilunar tooth	OFFICIAL
HP:0033783	en	en	Molar incisor malformation	rdfs:label	Molar incisor malformation	OFFICIAL
HP:0033784	en	en	Dentin dysplasia	rdfs:label	Dentin dysplasia	OFFICIAL
HP:0033785	en	en	Enamel agenesis	rdfs:label	Enamel agenesis	OFFICIAL
HP:0033786	en	en	Hypomature enamel	rdfs:label	Hypomature enamel	OFFICIAL
HP:0033787	en	en	Cementum hypoplasia	rdfs:label	Cementum hypoplasia	OFFICIAL
HP:0100717	en	en	Abnormal cementum morphology	rdfs:label	Abnormal cementum morphology	OFFICIAL
HP:0033788	en	en	Cementum overgrowth	rdfs:label	Cementum overgrowth	OFFICIAL
HP:0033789	en	en	Triggered by cheese ingestion	rdfs:label	Triggered by cheese ingestion	OFFICIAL
HP:0033790	en	en	Thistle tube shaped pulp	rdfs:label	Thistle tube shaped pulp	OFFICIAL
HP:0033791	en	en	Tooth ankylosis	rdfs:label	Tooth ankylosis	OFFICIAL
HP:0033792	en	en	Cross bite	rdfs:label	Cross bite	OFFICIAL
HP:0033794	en	en	Acral overgrowth	rdfs:label	Acral overgrowth	OFFICIAL
HP:0033795	en	en	Growth without growth hormone	rdfs:label	Growth without growth hormone	OFFICIAL
HP:0033797	en	en	Leukocyte migration defect	rdfs:label	Leukocyte migration defect	OFFICIAL
HP:0033798	en	en	Impaired leukocyte adhesion	rdfs:label	Impaired leukocyte adhesion	OFFICIAL
HP:0033801	en	en	Blistering by histological location	rdfs:label	Blistering by histological location	OFFICIAL
HP:0033802	en	en	Intra-epidermal blistering	rdfs:label	Intra-epidermal blistering	OFFICIAL
HP:0033803	en	en	Sub-lamina densa cleavage	rdfs:label	Sub-lamina densa cleavage	OFFICIAL
HP:0033805	en	en	Non-necrotizing granuloma	rdfs:label	Non-necrotizing granuloma	OFFICIAL
HP:0033806	en	en	Abnormal epidermis stratum granulosum morphology	rdfs:label	Abnormal epidermis stratum granulosum morphology	OFFICIAL
HP:0033807	en	en	Absent keratohyalin granules	rdfs:label	Absent keratohyalin granules	OFFICIAL
HP:0033808	en	en	Spermatocele	rdfs:label	Spermatocele	OFFICIAL
HP:0033809	en	en	Increased circulating 17 hydroxypregnenolone concentration	rdfs:label	Increased circulating 17 hydroxypregnenolone concentration	OFFICIAL
HP:0033810	en	en	Decreased circulating dihydrotestosterone concentration	rdfs:label	Decreased circulating dihydrotestosterone concentration	OFFICIAL
HP:0033812	en	en	Decreased circulating androstenedione concentration	rdfs:label	Decreased circulating androstenedione concentration	OFFICIAL
HP:0033813	en	en	Perilobular	rdfs:label	Perilobular	OFFICIAL
HP:0033814	en	en	Paraseptal	rdfs:label	Paraseptal	OFFICIAL
HP:0033815	en	en	Bronchocentric	rdfs:label	Bronchocentric	OFFICIAL
HP:0033816	en	en	Centrilobular	rdfs:label	Centrilobular	OFFICIAL
HP:0033817	en	en	Miliary	rdfs:label	Miliary	OFFICIAL
HP:0033818	en	en	Reticular	rdfs:label	Reticular	OFFICIAL
HP:0033819	en	en	Perilymphatic	rdfs:label	Perilymphatic	OFFICIAL
HP:0033820	en	en	Apical	rdfs:label	Apical	OFFICIAL
HP:0033821	en	en	Pulmonary mass	rdfs:label	Pulmonary mass	OFFICIAL
HP:0033822	en	en	Mass on thoracic imaging	rdfs:label	Mass on thoracic imaging	OFFICIAL
HP:0033823	en	en	Mediastinal mass	rdfs:label	Mediastinal mass	OFFICIAL
HP:0033824	en	en	Pleural mass	rdfs:label	Pleural mass	OFFICIAL
HP:0033825	en	en	Superior mediastinal mass	rdfs:label	Superior mediastinal mass	OFFICIAL
HP:0033826	en	en	Inferior mediastinal mass	rdfs:label	Inferior mediastinal mass	OFFICIAL
HP:0033827	en	en	Anterior mediastinal mass	rdfs:label	Anterior mediastinal mass	OFFICIAL
HP:0033828	en	en	Middle mediastinal mass	rdfs:label	Middle mediastinal mass	OFFICIAL
HP:0033829	en	en	Posterior mediastinal mass	rdfs:label	Posterior mediastinal mass	OFFICIAL
HP:0033830	en	en	Hyperdense pulmonary mass	rdfs:label	Hyperdense pulmonary mass	OFFICIAL
HP:0033831	en	en	Cavitating pulmonary mass	rdfs:label	Cavitating pulmonary mass	OFFICIAL
HP:0033833	en	en	Elevated circulating soluble CD25 concentration	rdfs:label	Elevated circulating soluble CD25 concentration	OFFICIAL
HP:0033834	en	en	Malaise	rdfs:label	Malaise	OFFICIAL
HP:0033835	en	en	Abnormal renal vascular morphology	rdfs:label	Abnormal renal vascular morphology	OFFICIAL
HP:0033837	en	en	Abnormal arcuate artery morphology	rdfs:label	Abnormal arcuate artery morphology	OFFICIAL
HP:0033838	en	en	Dysphoria	rdfs:label	Dysphoria	OFFICIAL
HP:0033839	en	en	Testicular pain	rdfs:label	Testicular pain	OFFICIAL
HP:0033840	en	en	Postmenopausal bleeding	rdfs:label	Postmenopausal bleeding	OFFICIAL
HP:0033841	en	en	Ocular pruritus	rdfs:label	Ocular pruritus	OFFICIAL
HP:0033842	en	en	Early satiety	rdfs:label	Early satiety	OFFICIAL
HP:0033843	en	en	Postprandial fullness	rdfs:label	Postprandial fullness	OFFICIAL
HP:0033844	en	en	Tachyphrenia	rdfs:label	Tachyphrenia	OFFICIAL
HP:0033845	en	en	Sense of impending doom	rdfs:label	Sense of impending doom	OFFICIAL
HP:0033846	en	en	Spinal hypomyelination	rdfs:label	Spinal hypomyelination	OFFICIAL
HP:0033847	en	en	Phantageusia	rdfs:label	Phantageusia	OFFICIAL
HP:0033848	en	en	Receptive aphasia	rdfs:label	Receptive aphasia	OFFICIAL
HP:0033849	en	en	Bilingual aphasia	rdfs:label	Bilingual aphasia	OFFICIAL
HP:0033850	en	en	Coldness	rdfs:label	Coldness	OFFICIAL
HP:0033851	en	en	Oculomotor synkinesis	rdfs:label	Oculomotor synkinesis	OFFICIAL
HP:0033852	en	en	Abnormal intrarenal vein morphology	rdfs:label	Abnormal intrarenal vein morphology	OFFICIAL
HP:0033853	en	en	Abnormal arcuate vein morphology	rdfs:label	Abnormal arcuate vein morphology	OFFICIAL
HP:0033854	en	en	Abnormal interlobular vein morphology	rdfs:label	Abnormal interlobular vein morphology	OFFICIAL
HP:0033855	en	en	Abnormal interlobular vein lumen morphology	rdfs:label	Abnormal interlobular vein lumen morphology	OFFICIAL
HP:0033856	en	en	Cholesterol emboli within interlobular vein lumen	rdfs:label	Cholesterol emboli within interlobular vein lumen	OFFICIAL
HP:0033857	en	en	Intraluminal thrombi within interlobular veins	rdfs:label	Intraluminal thrombi within interlobular veins	OFFICIAL
HP:0033858	en	en	Organized thrombi within interlobular vein lumen	rdfs:label	Organized thrombi within interlobular vein lumen	OFFICIAL
HP:0033859	en	en	Abnormal peritubular capillary morphology	rdfs:label	Abnormal peritubular capillary morphology	OFFICIAL
HP:0033860	en	en	Abnormal cortical peritubular capillary morphology	rdfs:label	Abnormal cortical peritubular capillary morphology	OFFICIAL
HP:0033861	en	en	Multilamellation of cortical peritubular capillary basement membranes	rdfs:label	Multilamellation of cortical peritubular capillary basement membranes	OFFICIAL
HP:0033862	en	en	Cortical peritubular capillaritis	rdfs:label	Cortical peritubular capillaritis	OFFICIAL
HP:0033863	en	en	Abnormal cortical peritubular capillary lumen morphology	rdfs:label	Abnormal cortical peritubular capillary lumen morphology	OFFICIAL
HP:0033864	en	en	Abnormal medullary peritubular capillary morphology	rdfs:label	Abnormal medullary peritubular capillary morphology	OFFICIAL
HP:0033865	en	en	Medullary peritubular capillaritis	rdfs:label	Medullary peritubular capillaritis	OFFICIAL
HP:0033866	en	en	Medullary peritubular capillary erythrocyte congestion	rdfs:label	Medullary peritubular capillary erythrocyte congestion	OFFICIAL
HP:0033867	en	en	Multilamellation of medullary peritubular capillary basement membranes	rdfs:label	Multilamellation of medullary peritubular capillary basement membranes	OFFICIAL
HP:0033868	en	en	Abnormal medullary peritubular capillary lumen morphology	rdfs:label	Abnormal medullary peritubular capillary lumen morphology	OFFICIAL
HP:0033869	en	en	Medullary peritubular capillary lumen cholesterol emboli	rdfs:label	Medullary peritubular capillary lumen cholesterol emboli	OFFICIAL
HP:0033870	en	en	Medullary peritubular capillary intraluminal thrombi	rdfs:label	Medullary peritubular capillary intraluminal thrombi	OFFICIAL
